1971;4a9e
0c46;94d9
1a97;31a5
024d;c63c
12f0;8e55
0d48;bd9e
1846;807d
16f8;9113
149d;3ab2
0831;5b10
1ee4;97eb
013c;5cfc
1d03;8022
1faa;204e
17bb;eb9f
1ca1;63c2
1b8c;833d
12fb;3214
120f;a46b
0adc;6a5e
12ee;8af9
186b;1e3f
0f06;04e6
10cc;4578
193f;d638
1422;7c0b
046a;73af
0e9d;933d
1726;6906
14cb;da01
1b37;cffa
1833;3ec2
18d7;5110
03f2;c9d9
125f;cb1e
0324;96d2
148d;9514
10c1;3328
1ba7;1ef2
01b0;2722
12f1;79cd
0fa5;8732
1ea4;e69b
1267;65ce
163e;4f6f
0795;89f5
1f6e;10a0
1c99;5252
1519;a469
067b;78ad
1193;0f50
01b1;757c
013b;0336
1b90;8b23
1423;d87b
13ed;30fb
0223;14c2
1408;dddb
0044;b523
0391;1c5c
1dbd;67d5
164a;07c0
0c3d;5473
00ca;4d3a
188f;d3c2
00a2;ecbc
1d72;1464
182c;c289
192c;dc7d
1a5f;765b
1b7a;3fd6
19d7;f633
004c;b76e
1871;f423
01d9;ea81
14c2;b0a9
1dfb;8905
1c67;c4d5
1bc3;a003
0d4b;af05
1802;05af
184e;7fce
1981;dc9f
140b;78fb
045f;1abe
078e;1a91
1630;d210
0067;07da
1230;1699
06a6;a5df
1456;aa95
0979;d1f5
15fd;ab0f
0538;2f6e
07c0;9f6a
133f;5276
069e;97f2
168e;89f3
0fe9;7e12
01ca;9469
04b7;d721
12a0;fd1b
10de;a59e
0654;c25e
042b;1311
0d8f;6ac5
1894;f44e
1465;fb3b
1122;197f
106a;d5b2
1484;9fdd
1e10;fd1c
15c8;cb27
15da;ce27
119d;f7fe
13fa;2e11
134e;e81e
1db5;dfed
0ff0;8634
09a9;f576
028d;b4eb
0499;68c1
10b5;e492
1d07;3a93
0a4e;abf2
0327;e949
152d;fbf2
0c0b;78a0
012a;7d6f
030b;c06d
003e;66a2
172e;f37e
1c74;6ac8
182d;2080
1753;3aba
0d6d;ba49
1a0d;6145
06d2;c4b2
1907;4584
1edf;c241
1666;339d
0fca;34ea
0d5f;c401
0a54;27d9
173b;baf1
11a6;4015
06a5;3a11
0750;290c
0375;42d6
00a8;e0b0
0e77;42cc
19ac;31e0
0097;741c
06c3;a0cb
1323;8afe
0ccd;259b
1e54;c726
0e4f;3b9d
0b73;9c08
0e8b;4e23
11f4;5c61
0a83;af02
1149;904b
12fc;e013
18e2;0402
1854;bc05
0d0d;fb0b
168d;4690
1386;4f8c
03d3;1857
1aba;1ddd
09ca;d98b
1352;05fc
11d6;e8c8
1485;2612
1870;8108
00fe;f1fd
197a;0d5a
197f;8bb8
05f3;f672
0765;090e
1c03;f20a
0aea;af39
12c7;07de
1ccb;4622
161e;f3da
1ead;f4a0
1bf3;3080
1ed3;8b65
09cf;81da
095a;c267
09a5;eb9f
1835;0c1f
04fc;fefe
12bd;38f7
0e61;7909
11ca;48da
0d79;e02b
1c86;0d72
13cc;aeb9
16d3;53b1
15c6;5875
1049;dccb
13da;0f1e
01b3;2862
1733;63fe
14a8;8dfa
039f;afc2
035e;965d
06c5;7b9b
02e3;d57b
110b;6080
1e1d;09bd
1623;33a7
0a03;74a7
0333;adc3
0cc6;b9ee
109d;f53f
1648;76b1
16f4;cc57
1180;2527
1065;f570
13f4;970e
12b2;78fe
1743;233e
063b;ec60
0dd6;5d5e
1608;5941
00fb;524e
03cd;4fad
0f73;9f8b
167b;6d36
1858;3a5a
0002;494a
1e01;f0f2
17c2;c73c
0796;28ac
14b2;fcc3
1c09;b578
0fee;59fd
10c0;f001
12f7;2aa6
13fd;1a44
1d19;5021
0f94;77d5
0c9b;fe41
0bdd;553a
1bef;7d02
1a91;cc45
00ba;36bf
06e2;a23a
0ce5;55cb
0cff;4726
079b;fbad
00b5;b148
1af7;8743
1c8b;f909
04b9;aba4
1ac6;9c53
0a69;ec39
14c5;7637
08f9;74d6
18f2;67c1
153e;2dab
0113;b2ba
1a0a;6e3f
1310;ac31
0229;8dac
1437;f464
1309;59e9
0e69;fedd
1c24;1577
0b81;7bf3
19ce;847d
1af6;6b7e
1c23;6b50
0b25;f5ab
0d67;9b72
0463;edda
038e;a7d2
1085;381f
14bc;77ef
1af3;6d5d
1df8;38f8
0772;d81f
0aba;09d2
1240;95cc
077a;457a
19a1;3737
0970;c383
0655;3eb7
13b6;6c14
03f7;939e
1454;724b
1ee9;097c
1ab3;eb47
195a;9a2f
02df;d31c
0d3a;307d
1cc6;60dd
02d6;1acf
17b1;f72f
012e;54da
18b4;a850
0e7d;6341
0e5e;c550
0024;cdcc
106d;3b48
01ae;38b2
019c;f1e5
0031;9395
02ca;b9c2
046c;35a4
0317;aa37
0af6;d902
196f;c1fa
0a6d;5ef2
1bfe;c47b
12b1;58e6
1f3c;d028
16ac;50b7
1b61;bae5
0259;3ecb
0537;7c1f
0dbf;8207
12ff;fa89
12cc;fb04
150b;7e98
1fb3;b717
0e84;005c
0c28;33cd
10fc;3c2d
1dc6;2ce1
06be;b323
04ef;cb06
0ac3;c218
192e;0b62
1a06;fc4a
0930;d0e3
02b4;9185
1e86;539e
0a60;8492
1068;2a85
197c;532a
03dd;84f6
0501;274e
13e0;09ad
0a8b;d05e
17ba;32ac
0595;fd6e
0e50;fe9d
0c51;1e97
0a91;4ef6
06a9;c93c
09b3;3072
019e;b377
02b3;174d
18ba;db7a
10d6;76f6
15b9;5f4a
1e50;a133
0558;12a8
0931;0215
0c1c;d939
1899;37da
1f14;94f5
1e78;4aa1
12e4;685d
18ad;47b2
1f55;824c
0056;5edc
027b;01c9
15e2;2856
0fd1;b8b4
1744;084c
0b00;d041
001d;5297
01d1;c7fb
1aaf;3d4e
0a7a;fb48
1d0a;216b
025f;44d5
1659;4d83
0b96;07e6
08f2;cbf2
1c5a;0b26
1d66;0dc9
0bb5;c129
0f55;f781
0add;ef20
1fcf;3c61
0b2d;c1c4
1b3e;6efe
1c2a;35ef
0c58;cc10
0213;166c
05b6;f419
0caf;764f
1050;a2af
1684;cc60
0c57;7773
01a7;7101
02b6;da84
1e43;f04b
18ce;d0f0
1746;1e47
1a2a;9796
02a1;72d2
0dee;dccc
15f2;8a3b
0fb6;d447
1826;3fa9
068d;8407
0b6b;d0f9
0e9a;c8a5
147c;f651
1046;c17b
0e43;2034
0b91;c9c2
0664;2a88
1cf5;27c1
1c5f;d1b6
0778;334b
1bde;4451
05e2;35d0
1a3c;d317
082c;4efb
0eb4;69c4
14fd;5920
089b;9a3d
1756;58b9
0858;041b
0142;1ae2
13c7;74b1
1742;b3bd
0b99;ec49
1bbe;0eb6
0ffd;687f
1338;c7e7
0b72;d7e5
1f24;105d
1f65;d279
12b8;cde1
1263;6f7c
04f3;559f
18e7;c763
008f;5e9d
09d2;18de
0be0;cb0b
114b;6b47
1e5a;4775
0d5a;eaac
1675;2dc9
15c5;0875
17ab;7ca3
1e88;63bd
1bf4;5c5d
0ed1;d864
1f77;96a0
19e9;079a
1d26;85d3
1e67;cba3
0cf2;6518
090c;15d3
1129;cfd1
15f1;a941
03c9;ef24
1135;95df
1f4e;5e7c
17d2;7106
09a4;d3bc
1910;31db
0464;71ea
09aa;3cdb
0601;1138
1783;4ba6
1ffc;ef74
0d0e;1325
094f;0fd3
1b93;8b06
1890;7ea4
0094;a2fb
0818;2a82
10b1;5ab3
0e65;4f11
10a2;ae74
0fa6;df3b
009f;e7ad
1a77;c43a
072c;2ea0
1a83;d8f1
1b9a;6fc3
1b5d;85ce
0cac;4bc0
1808;5f10
076c;08f5
1e95;9943
0606;ccca
007d;4921
03c4;b21f
1996;a886
1d85;27d2
0834;c6a2
0475;1383
0388;eec3
02bd;5bbf
1099;2de1
09ef;80e5
1216;48c0
1fb6;3209
063a;a1be
0070;63cd
176e;b879
118e;d3a1
19e6;b415
1333;a4cc
1d8b;e79e
0fe6;8a81
0ca3;256a
11a8;6349
0a6e;6892
0dc0;385e
0944;b25c
01d5;8012
1544;0698
17ae;4e25
08e8;1b31
14c6;7b05
1d32;34dc
18f7;03e2
0774;8a11
0cf1;f1d7
1e08;d630
0cb1;50c8
06b5;65ea
1698;dd67
1d7a;8ab3
0460;4b15
059a;f99f
08dd;6bb5
1c84;0563
0258;f613
032b;489f
1c2c;bc80
0695;0276
027f;8ddf
0fe2;4d48
05e9;32c0
1c14;49a4
04dd;1b06
1752;3656
00a9;89e4
175b;e4f5
159d;bbb4
1734;dc03
1dc4;22d9
098d;6c0c
182e;a7ad
1eaf;fa18
1696;a20c
07c2;6cef
13ac;9ba4
09fa;b3a5
1d78;0c55
0484;75ce
11ac;6856
0b8e;4fac
1d9a;a9c7
0417;274d
076d;58a8
015b;0767
0262;9165
1688;f293
1a02;c6bc
0baa;b7c8
01e7;7eb0
1e4a;65a0
01df;c5f7
0063;7dd5
1807;71fc
108b;2bc6
05a3;5bab
1b4b;e9f9
02ec;1cec
0b11;1472
193e;9939
1fb7;44a0
14ca;3805
001b;d9da
16de;de77
119c;5b96
08cc;23c4
1ed6;98c6
12e5;6ebf
07e2;5bd2
0dad;4096
0950;1517
1a21;aa66
0f43;8075
0580;80bd
1452;bfb0
1750;9a37
09ac;66ad
1943;2e9f
050a;590a
13ff;ef77
182f;857a
10ea;fc25
1145;7afb
12ed;89ba
07e3;55fc
162b;6b6a
04e9;241f
1208;2be6
0e2b;b155
0a0f;8bbb
1a60;c81e
1b6a;544e
11d3;2b77
00d1;dd9f
01f9;fc26
04c5;c62f
0bf4;efc8
09db;e493
055b;f6fc
1293;8b63
0781;b54f
122e;d5da
05ef;77c0
1fbe;2f44
016f;724a
1ccc;accf
11f9;f13a
0291;c7b9
1773;0bf4
0e91;c7ad
0b74;2609
19d0;3599
0166;1bb1
00ce;bd8f
1a74;2233
1842;0c4a
1ad9;189e
0ab2;ce49
0b71;ed8b
0fff;cf74
1c44;ebde
0f6e;74b7
145e;0f67
18b3;3e46
1fdd;718d
19dc;e7a8
1bb5;4b56
1fd3;2264
1d08;27ff
1595;02e6
125d;99c2
0771;ae2d
19b6;7aab
0b51;fd29
0008;4575
1069;8f01
1450;70f5
1b42;08af
0482;e2f7
0698;2652
1c3b;f758
08a7;b5db
1dc5;1b7f
0049;de83
1790;6612
0b6d;c7f1
1b1d;d32d
1986;7ae8
03e6;9522
1f2c;e1c3
1916;d384
1c4f;3770
067a;1901
1f73;1bc5
026f;da1a
0c7e;8476
0cd6;814a
0b31;0a5b
103c;657a
14ba;cc77
069f;ea92
0145;9d65
055d;8e04
007b;0470
17db;73f5
19d5;e63f
0c7a;ed61
1026;7907
1cb4;1c2a
1d8c;74fc
06ae;316b
0ee2;078a
08ee;31b2
1687;e7e8
02ee;09a9
1015;0265
1428;7bfc
0e40;7d43
1f2b;9d76
1034;df3c
1405;4916
0065;15ce
0887;a0e7
0e32;2923
0d22;69d9
0122;6edb
1ca7;7fef
0b5b;07de
1813;504b
14e1;8ed5
0a74;a319
0ff2;0b77
09d8;2f80
0644;a241
1ea1;bae6
0779;6e35
1dc8;e87c
04bd;3c5b
175e;e627
1638;42fc
1e8b;b576
1354;8fdc
0cd2;fc16
137f;4be4
087d;0ae0
1d18;083f
0ab4;f7cd
028c;d0d8
0caa;e3bd
04a9;0ab5
05d9;e2fd
135b;0b3d
14e3;9894
0f0c;ac3b
0661;fbcd
1a42;342d
11bc;8ace
03a1;44c5
15e3;86fe
1ec4;298b
0321;68cf
0b63;0fd3
1fa3;074a
0505;8a0d
0cbb;4548
0d07;9b0f
11b2;713e
0048;84d0
087c;6180
1cde;7e6c
096c;5e0c
16f5;5ab0
12b7;1eb9
0ee1;5acf
1d16;2b1d
0c1e;b761
1cf0;0b7f
0c12;8dcd
0581;d5d1
1fe6;c87f
0cc5;4d7a
17c1;de6a
0afe;7d4d
1418;1956
1181;5625
18cc;dd12
09a8;59a1
18a9;9363
1bec;4f93
1ff6;d218
111c;6c78
0bfd;25ca
0172;2b3b
1d81;cad9
01d8;bd6e
1d3f;37ca
0a0d;3629
09a6;8ab3
05c4;e184
14a3;2c28
122b;f877
12b3;151d
07ca;c2f0
1ec0;a03d
084f;a23f
01dc;8c00
059c;e651
1300;2691
12c3;9ef8
18de;e9d5
19db;6b7c
07fe;7614
1654;1c7d
1a57;8a8c
1dfa;c8dd
0243;2211
0db9;0665
0b0c;c868
0b46;f1e3
10ad;10ef
138b;de9e
1f23;e748
0e36;d559
1e79;fa7a
1317;dba1
19d4;e061
132f;0cb9
011e;caf5
1d1f;2ebb
09e5;47ec
15d4;cba5
1b74;f635
1270;7c33
19ee;0bff
0a92;5d02
1d37;90fa
01b4;87e3
1702;0b4f
0410;f0c0
1474;e3cb
0d2b;4fbf
10b7;e838
055f;94ea
0d9f;18b1
0062;bdbc
00e3;f634
13b9;1cfd
1139;55c9
081f;42a3
0776;0f84
0c94;1065
1196;544f
1d55;ab4c
1d21;03b9
08fb;f76c
1481;3e6b
15db;a031
1a28;3d52
1c31;56e8
1889;8499
093e;1550
14bf;ba99
0731;a6c1
0b45;5125
08c1;338c
1633;2f16
1e98;537f
1245;6097
1461;207e
02b8;04bd
1e59;f030
0a5b;5862
0212;9689
1bb1;87ad
14d6;6b14
08ae;bdf9
1e48;8083
1031;91d9
13e9;08ac
102b;8285
1a5e;9b5f
1dd7;5815
11a3;37cd
1b2e;b861
1265;37f4
0eee;0f0c
1eeb;36c0
14d0;fdae
0799;efc8
0fdc;8990
1cc2;4866
11be;90dd
10a4;e148
1d42;bd85
0fdd;14ce
0378;8abf
0896;5043
03f1;413a
1e84;9808
0e83;55a1
01f8;dde3
029b;3323
188d;c3f7
1be5;98df
041a;e4ed
0932;959a
054f;62d9
15b2;5282
0a66;6dd9
0881;b56a
0551;ee17
0d83;b038
1fea;9347
128a;936a
1024;d8b8
00c7;253f
1f29;a256
1003;7959
01eb;69cf
11e4;0b61
1cfd;b3b8
0d30;0e0d
0fb8;26c8
0173;3434
08c9;0e3f
05da;0e1f
0f3c;3fc3
1f4d;f403
0dd7;0235
1e6f;037c
0f75;2741
092f;1cfe
00fd;41bd
1dd2;f05e
1b32;9898
008d;55e4
04d6;b821
088c;8073
1ea3;48bd
11c7;1ca6
10f7;5e0b
063f;48c4
157d;c3ef
0ae7;edc4
15ab;47e9
1bd4;45f9
1183;3bf7
0fa4;0776
1635;afce
1b46;8c0b
0c7c;2ac2
1d38;ba12
0bef;44c6
1815;9792
1ba9;c6eb
1e29;3e3a
0941;7ad5
1b7f;64a0
0ef1;cf15
1392;1d28
1f91;5546
096f;8423
0de9;ccca
000c;785a
01aa;9e48
0e6e;ad3d
17e7;a999
1262;d202
032c;7417
1f3b;474b
0c6b;9434
0610;1cc9
1efb;664f
0503;cb4e
1390;1c60
008b;a345
02e2;70e4
1ce3;19df
1156;5bd7
145a;fa68
10b9;71af
03af;3e1e
0554;b7d9
1851;0844
0bba;cd79
073f;24a0
0e5a;8cbc
14fe;37c8
0347;54d1
16ff;91df
122f;6a88
00f0;dfa3
036c;6ec7
089a;1cb1
0763;2a3f
038c;a172
1640;d044
1493;e708
0092;19e7
0d82;a8c6
14aa;d816
1c2e;a890
1d7b;7927
1863;b409
1896;8627
0a49;80d3
1a7e;a5e7
1d2c;e4c1
0bbe;613b
0607;1d5e
1409;3778
1cb2;656c
11aa;0d65
07cd;c68a
19b3;f541
0aa8;c36b
078f;aea9
1772;16c5
0f67;9521
1a55;4db8
1f6f;7f2c
17a1;42c9
064b;d001
199e;e75d
0dda;d1e7
10cb;0140
0da4;df1e
08f1;5efe
1b07;4a2d
00f4;8d9a
111d;bbab
18a2;c423
164e;b1c0
0217;815f
1167;1207
11c4;8f5b
0631;c69e
1523;f847
071e;83c6
05f6;c290
0c1f;b966
0e1b;5335
1108;7569
0196;c2ae
0d87;88d1
0598;50f1
0b26;fe38
01de;888c
1cb0;0257
04d7;ca73
094d;6eb3
02f8;07c2
0e41;3937
0cbe;b2fd
10da;31d5
1eae;87d8
1ba6;3614
0e94;c9e3
0aab;2cfd
0d6f;54bc
00c1;c68d
0a20;1c2d
1d3b;2b0f
1f02;5abc
0b43;d48a
13ee;5c1f
12e1;c0ca
1e15;2cd1
1878;0f13
0e02;c14c
18e3;7399
1fc3;a015
1c8d;e4e2
1527;38ab
16ef;cecc
10b3;6dd1
00b7;df05
0b42;5861
1a6f;ad84
0fd8;4fdd
1c57;5752
13d4;bc10
0572;a03d
036f;5aee
0c20;01f0
1a15;aeaa
1c85;f10a
068c;7107
0c88;9539
0ef5;99fe
00fc;2996
19c5;3560
10e1;d2c4
03f3;4292
1dcf;38ba
0032;7ad1
0aa1;3bae
1941;b33f
1057;53eb
1ad8;f4b9
0c14;ad1a
0b1e;58f6
1d60;3ff4
0191;a400
1fbd;11ac
1aea;35b9
0299;e436
1fa0;e45f
0a55;eb88
1566;79bc
1d7f;9ab7
14cf;b1b4
02ff;51e4
10d0;c51e
0c30;9c42
0684;c6da
1672;5a5f
01c8;3320
12b0;84b9
0bea;60e1
1913;d631
0888;ca6a
1c94;00d2
0603;009a
0e20;668b
09fd;0322
016b;d8c7
0c6d;d343
0b10;b9b7
05c1;4070
06b9;bb6a
048b;2d64
052f;d780
05e8;3ebe
0496;e3a7
1c48;3653
05b2;d14e
1166;e8df
0974;a536
16b0;56b5
16e5;3b41
0c5d;0d3e
181f;d222
0aa4;0e25
1bb9;e9d5
1f70;b484
105b;915e
0f35;8688
116e;8cb1
182b;efee
1234;0d94
0446;2563
1c1e;5ae5
0935;f834
048e;16f4
0a0e;76a7
0599;bf59
089c;eb33
1e09;9669
049b;1180
0c3f;3756
17c8;66c4
12cf;f9d2
1256;893d
15eb;9207
18b5;646a
1ff3;8f05
1740;7217
0807;fcf8
0d15;fa0f
0976;67ba
1aec;a8e9
044f;86c7
1f4b;76b0
014f;9496
0162;9f24
1a07;7134
09cd;4b3b
078d;fc6f
1b98;a513
0d8b;b581
0987;ebe4
1f5c;8137
1ae1;81f8
0ebc;f89c
0c44;e336
16ab;f137
1deb;39ef
1581;13c8
13e5;dc03
04ca;0d00
077b;80a5
0885;cbe4
0f9e;1b4e
0b61;cf0e
189f;32d0
13d0;05b6
1e20;d107
1198;7248
0b1a;a66f
1b44;5d69
184b;5a96
0592;41e0
09c8;2231
099d;949a
03a6;a344
123b;e849
0180;9091
00b9;985f
0898;4a2e
0550;953b
0805;e068
1adf;3689
09af;8b37
0d06;b170
1955;1a48
0d09;a2dc
1765;b2b6
0ede;de92
0a5d;db36
03be;19d7
1812;c948
0365;018c
1023;d6da
1b24;83d2
13e4;609e
0462;84f3
0cba;643a
0471;8a21
1217;b9f9
162a;12b1
1f18;e503
06ec;f9eb
07e8;7c63
05ee;b1db
0d32;643e
0289;c900
0e7e;4a5a
05f0;5a6d
0a4a;e971
03c6;3fc0
17fc;55e3
104c;5013
0264;0c25
03a2;e78d
1ed1;b3f5
1b30;fbaa
0307;62db
00b3;ae59
08d2;38c7
14a2;6f93
0e3f;4911
1613;925b
1985;d4c4
0bcf;64bd
088b;08cc
1f3a;3061
0893;c688
06f0;b7de
0bed;c406
1d29;d515
1e19;48be
1d15;5453
0e92;0de0
13f9;05ab
1305;5d3f
11e7;40e8
0201;559d
1a65;fdb7
0203;0dc3
14de;bc29
1b40;2a2e
02af;ab52
1f40;2a77
02aa;88f6
062e;00e1
0db2;1313
18bc;ac2c
157a;d961
16ce;75f1
076a;1094
1615;2591
1cf6;d200
0611;a046
1f12;f4fd
05d2;c5e7
0d56;9d7c
1f74;879a
1441;0bd3
0198;3754
037a;197a
0a28;4e69
13f1;df2b
1567;d8ec
0918;19b5
0b3c;8dff
0ea1;f8e1
1881;e2d5
09e1;2ff0
04c1;702e
1b22;fe1d
0f92;0b03
053d;a84b
158a;d80b
1a44;1907
1351;cda7
07eb;8c3e
06e0;5d62
0b7a;2827
1ff9;f415
1556;ef09
04aa;79b5
0519;0792
13ba;278d
141d;2797
0306;56a0
0351;4398
013e;46e3
0b7b;365d
16b5;401d
0105;8942
1ade;8618
1fd1;eab2
0840;b078
1f67;5f9a
13d8;7753
1f56;7fad
1a39;0744
00c8;9571
0e80;a008
0823;38ca
0fad;9cfa
09a7;2dd3
16cb;6c91
1013;e4ca
19ed;a56f
089f;b11c
195c;4f5b
0a02;061b
038d;3005
03a0;9bfa
0c80;ed0b
079c;f0cc
1d89;ad77
0574;49fb
0edd;2fa5
0301;55ca
0eaa;8bfc
1144;f51a
1274;4721
0528;ba20
16ae;b49a
044a;7e22
1da8;8a4c
0328;5301
0df1;18aa
10ce;604e
0ea4;5b58
065b;a202
186d;d161
0df6;307f
1bd7;757e
14e4;a913
00f3;c0b3
0aa9;6955
1745;3c72
0f4e;4b0a
1fc2;1527
1fae;efeb
0862;2d3f
0da7;3b44
04b8;24cb
0cc2;2586
128d;499c
1656;e483
1d5d;9f6b
0263;c33e
1ae2;1a53
1d44;5963
13b3;d578
14ee;9110
0d73;6818
1631;9dc3
0308;6bd2
0f0e;0dfc
02c7;0219
03d4;814f
12d7;ccbd
0b80;7a2c
16e6;0005
10e8;25ec
1dd4;cb7a
1dff;7b49
05bd;274e
0e88;5d2b
069a;4d13
1727;f044
196d;a973
0614;a0fe
0fd6;bdda
08d8;bc71
1bcf;cbc8
1def;999d
151c;0a3b
0e1c;9bf2
1376;7802
107b;7027
14f7;27f7
1662;2476
1336;8b08
0268;6c82
02f5;ea7c
125c;f14f
1562;4ff0
0953;01a7
1bae;7da1
0820;ddb5
1f49;3316
1ee8;78ab
00dc;10ee
1591;b65b
10e2;cdba
0a14;0e1c
0128;7d0c
16cc;795c
04ea;66f7
0b79;fc82
195e;2b30
0155;ed61
0495;489a
020f;f614
019d;7bfc
0f19;6eb5
1ba0;d242
0992;2f70
0ddf;8001
0d01;d640
1ce5;6c09
0a3f;7d03
0409;383f
1366;5f20
1d22;d1ce
13b5;ca74
150e;f148
1164;e827
1ddf;9523
1979;e392
06f2;9f6f
106c;c7fb
1cdf;b436
16a6;a6bf
1ac1;8f94
086a;700c
1d33;04d5
1604;3d84
1ec9;b9ce
1891;b226
17e5;1900
1dec;c880
1e77;400a
0f3e;ecc3
1582;d650
0288;48c1
03ab;5399
1999;8b62
183c;0468
116c;1e7a
181b;29aa
1232;712f
1205;9691
15b5;e1f6
04dc;b4f4
1fa5;5843
1261;8a65
1363;2df3
0ed8;a659
0b15;504c
130b;d4a2
1df7;510c
191b;a979
0822;c45b
018c;506c
16fb;32f4
0bd3;6833
0516;fe56
148b;10db
04e8;9373
157b;273e
13aa;70f8
1d69;d93d
1301;e4ca
0844;9b78
1b97;84d6
0081;b843
077f;510f
03e2;364f
0fb7;6861
09eb;ca69
0c0c;173d
117d;30f1
11ef;dc36
0afb;ad5c
1c9f;3139
012f;e836
1a10;2b9e
1610;17b7
067f;2dc0
1a8d;05f8
1ef7;e55b
170a;db9c
1298;db3b
063d;a620
06a1;0f24
0da1;d2d8
14ef;9a41
1e89;556b
1374;c6b6
190a;8f7e
1ddd;68bd
0a9a;a0e1
1820;6c17
095c;6530
0ce1;1724
0eda;b010
07da;5037
0b60;21a9
0ef4;dfba
183a;09d5
199a;958d
10a3;b520
1814;537a
04f8;1b54
13b0;37db
1113;9b7d
03f9;a82e
0339;7eb1
1b23;c374
0e90;5290
0bc5;4638
0bf2;6869
00f1;c420
1d94;8aec
0a57;43d4
0b3f;d4c3
080e;9a97
1fe8;8a4d
1693;3780
1b81;b36a
1400;0b32
1dc1;aa18
0b37;0132
00f8;9fa8
06cc;963d
0d2e;6796
0b3b;17be
154e;8afe
1414;4527
0836;49fe
16e0;8d08
147e;1353
158b;428b
1570;9dea
0933;134e
0f7a;559d
13c6;807b
086d;cfd1
0cd5;e920
0be9;6581
063c;5995
0ea6;acab
146a;36e7
17c7;7ade
009c;fd12
0da5;f000
19bd;8d30
11e8;9a88
0cef;3fd7
0cda;0d30
17f5;7548
1f53;8206
0532;9cd3
1c18;ae5c
0a11;5e35
0bd0;174c
0c9d;5630
02b9;f954
07be;22ad
1421;17bc
1690;8222
054b;4096
05fe;c252
0ad1;e7b2
18fd;9c45
00bc;41db
012d;7242
0641;8c8d
118c;097b
1290;1360
0210;963b
1410;b308
0fcb;abc9
0f65;ee13
15b1;db32
0e2e;d4af
1649;e3cb
08e5;6d5d
1131;2d33
1d40;8c28
0f93;9e31
01f5;bd8e
19ba;678e
1844;4f82
10c9;1303
0c1d;7385
178f;849b
15c9;dcf4
0c95;1ae0
10aa;683b
099a;fe5b
142e;6b06
08e7;54d5
062c;571c
0407;613e
0433;edaa
0b6a;a36c
02e9;4d51
15a3;c5a4
003b;c753
09f1;4a75
1d12;09ef
03cc;d420
0874;a73a
16c9;2a87
0303;b1ec
0e7c;d484
12d8;419a
050d;ca75
1676;0b77
165a;7704
0199;99e9
035c;171e
1bc2;85df
0507;f89e
1e02;8b2b
0186;ea15
1643;c498
0dfd;2034
1be3;b63f
1a38;d2cc
147b;18ea
0f31;49c5
06f5;bd6e
0b95;b32a
0211;390b
